,years,SSP1-19,SSP1-19_zeroed,SSP1-19_2GtC_373,SSP1-19_4GtC_373,SSP1-19_6GtC_373,SSP1-26,SSP1-26_zeroed,SSP1-26_2GtC_373,SSP1-26_4GtC_373,SSP1-26_6GtC_373,SSP2-45,SSP2-45_zeroed,SSP2-45_2GtC_373,SSP2-45_4GtC_373,SSP2-45_6GtC_373,SSP4-34,SSP4-34_zeroed,SSP4-34_2GtC_373,SSP4-34_4GtC_373,SSP4-34_6GtC_373,SSP4-60,SSP4-60_zeroed,SSP4-60_2GtC_373,SSP4-60_4GtC_373,SSP4-60_6GtC_373
144,2159,-1.945958035117278,1.945958035117278,0.5459580351172783,-0.8540419648827217,-2.254041964882722,-0.9669887141220539,0.9669887141220539,-1.033011285877946,-3.033011285877946,-5.033011285877946,2.3962675535390425,-2.3962675535390425,-4.396267553539043,-6.396267553539043,-8.396267553539044,-2.7552144702315626,2.7552144702315626,0.7552144702315625,-1.2447855297684374,-3.2447855297684374,3.9431333766789645,-3.9431333766789645,-5.876466710012298,-7.809800043345631,-9.743133376678964
145,2160,-1.8831851952747853,1.8831851952747853,0.5498518619414521,-0.7834814713918812,-2.1168148047252147,-0.935795529795536,0.935795529795536,-1.064204470204464,-3.064204470204464,-5.064204470204464,2.3699349430605916,-2.3699349430605916,-4.369934943060592,-6.369934943060592,-8.369934943060592,-2.6663365840950606,2.6663365840950606,0.6663365840950606,-1.3336634159049394,-3.3336634159049394,3.8998022406715034,-3.8998022406715034,-5.899802240671503,-7.899802240671503,-9.899802240671503
146,2161,-1.8204123554322926,1.8204123554322926,0.5537456887656259,-0.7129209779010407,-1.9795876445677074,-0.9046023454690182,0.9046023454690182,-1.0953976545309818,-3.0953976545309816,-5.095397654530982,2.3436023325821407,-2.3436023325821407,-4.343602332582141,-6.343602332582141,-8.34360233258214,-2.5774586979585585,2.5774586979585585,0.5774586979585585,-1.4225413020414415,-3.4225413020414415,3.8564711046640423,-3.8564711046640423,-5.856471104664042,-7.856471104664042,-9.856471104664042
147,2162,-1.7576395155897997,1.7576395155897997,0.5576395155897997,-0.6423604844102002,-1.8423604844102002,-0.8734091611425003,0.8734091611425003,-1.1265908388574997,-3.1265908388574997,-5.1265908388575,2.3172697221036898,-2.3172697221036898,-4.31726972210369,-6.31726972210369,-8.31726972210369,-2.4885808118220565,2.4885808118220565,0.48858081182205654,-1.5114191881779435,-3.5114191881779435,3.8131399686565812,-3.8131399686565812,-5.813139968656581,-7.813139968656581,-9.81313996865658
148,2163,-1.6948666757473068,1.6948666757473068,0.5615333424139736,-0.5717999909193596,-1.7051333242526931,-0.8422159768159825,0.8422159768159825,-1.1577840231840175,-3.1577840231840177,-5.157784023184018,2.2909371116252384,-2.2909371116252384,-4.290937111625238,-6.290937111625238,-8.290937111625238,-2.3997029256855544,2.3997029256855544,0.39970292568555454,-1.6002970743144456,-3.6002970743144456,3.7698088326491197,-3.7698088326491197,-5.76980883264912,-7.76980883264912,-9.76980883264912
149,2164,-1.632093835904814,1.632093835904814,0.5654271692381474,-0.5012394974285191,-1.567906164095186,-0.8110227924894646,0.8110227924894646,-1.1889772075105354,-3.1889772075105354,-5.188977207510535,2.2646045011467875,-2.2646045011467875,-4.2646045011467875,-6.2646045011467875,-8.264604501146788,-2.3108250395490524,2.3108250395490524,0.3108250395490525,-1.6891749604509476,-3.6891749604509476,3.7264776966416586,-3.7264776966416586,-5.726477696641659,-7.726477696641659,-9.726477696641659
150,2165,-1.5693209960623213,1.5693209960623213,0.5693209960623213,-0.43067900393767866,-1.4306790039376787,-0.7798296081629468,0.7798296081629468,-1.2201703918370532,-3.220170391837053,-5.220170391837053,2.2382718906683365,-2.2382718906683365,-4.2382718906683365,-6.2382718906683365,-8.238271890668337,-2.2219471534125503,2.2219471534125503,0.22194715341255045,-1.7780528465874497,-3.7780528465874497,3.6831465606341975,-3.6831465606341975,-5.6831465606341975,-7.6831465606341975,-9.683146560634198
151,2166,-1.5065481562198284,1.5065481562198284,0.5732148228864952,-0.3601185104468381,-1.2934518437801716,-0.7486364238364289,0.7486364238364289,-1.251363576163571,-3.251363576163571,-5.2513635761635715,2.2119392801898856,-2.2119392801898856,-4.211939280189886,-6.211939280189886,-8.211939280189885,-2.1330692672760483,2.1330692672760483,0.1330692672760485,-1.8669307327239517,-3.8669307327239517,3.6398154246267365,-3.6398154246267365,-5.639815424626736,-7.639815424626736,-9.639815424626736
152,2167,-1.4437753163773355,1.4437753163773355,0.577108649710669,-0.2895580169559976,-1.1562246836226644,-0.717443239509911,0.717443239509911,-1.282556760490089,-3.282556760490089,-5.282556760490089,2.1856066697114347,-2.1856066697114347,-4.185606669711435,-6.185606669711435,-8.185606669711435,-2.0441913811395462,2.0441913811395462,0.04419138113954646,-1.9558086188604538,-3.9558086188604538,3.5964842886192754,-3.5964842886192754,-5.596484288619275,-7.596484288619275,-9.596484288619274
153,2168,-1.3810024765348428,1.3810024765348428,0.5810024765348428,-0.2189975234651571,-1.0189975234651572,-0.6862500551833931,0.6862500551833931,-1.3137499448166068,-3.313749944816607,-5.313749944816607,2.1592740592329833,-2.1592740592329833,-4.159274059232983,-6.159274059232983,-8.159274059232983,-1.9553134950030444,1.9553134950030444,-0.04468650499695559,-2.044686504996956,-4.044686504996956,3.553153152611814,-3.553153152611814,-5.553153152611814,-7.553153152611814,-9.553153152611815
154,2169,-1.31822963669235,1.31822963669235,0.5848963033590167,-0.14843702997431663,-0.8817703633076499,-0.6550568708568753,0.6550568708568753,-1.3449431291431246,-3.3449431291431244,-5.344943129143125,2.1329414487545324,-2.1329414487545324,-4.132941448754532,-6.132941448754532,-8.132941448754533,-1.8664356088665424,1.8664356088665424,-0.13356439113345764,-2.133564391133458,-4.133564391133458,3.509822016604353,-3.509822016604353,-5.509822016604353,-7.509822016604353,-9.509822016604353
155,2170,-1.2554567968498571,1.2554567968498571,0.5887901301831905,-0.07787653648347614,-0.7445432031501429,-0.6238636865303574,0.6238636865303574,-1.3761363134696425,-3.3761363134696425,-5.376136313469643,2.1066088382760815,-2.1066088382760815,-4.106608838276081,-6.106608838276081,-8.106608838276081,-1.7775577227300403,1.7775577227300403,-0.2224422772699597,-2.22244227726996,-4.22244227726996,3.4664908805968917,-3.4664908805968917,-5.466490880596892,-7.466490880596892,-9.466490880596892
156,2171,-1.1926839570073642,1.1926839570073642,0.5926839570073643,-0.007316042992635677,-0.6073160429926358,-0.5926705022038395,0.5926705022038395,-1.3406628311294937,-3.273996164462827,-5.20732949779616,2.0802762277976306,-2.0802762277976306,-4.08027622779763,-6.08027622779763,-8.08027622779763,-1.6886798365935383,1.6886798365935383,-0.31132016340646174,-2.311320163406462,-4.311320163406462,3.4231597445894306,-3.4231597445894306,-5.42315974458943,-7.42315974458943,-9.42315974458943
157,2172,-1.1299111171648715,1.1299111171648715,0.5965777838315381,0.06324445049820479,-0.47008888283512856,-0.5614773178773217,0.5614773178773217,-1.305189348789345,-3.1718560154560116,-5.038522682122679,2.0539436173191796,-2.0539436173191796,-4.053943617319179,-6.053943617319179,-8.05394361731918,-1.5998019504570362,1.5998019504570362,-0.40019804954296373,-2.400198049542964,-4.400198049542964,3.3798286085819695,-3.3798286085819695,-5.3798286085819695,-7.3798286085819695,-9.379828608581969
158,2173,-1.0671382773223785,1.0671382773223785,0.6004716106557119,0.13380494398904524,-0.3328617226776214,-0.5302841335508037,0.5302841335508037,-1.269715866449196,-3.0697158664491964,-4.869715866449196,2.0276110068407283,-2.0276110068407283,-4.027611006840728,-6.027611006840728,-8.02761100684073,-1.5109240643205344,1.5109240643205344,-0.4890759356794657,-2.489075935679466,-4.489075935679466,3.336497472574508,-3.336497472574508,-5.336497472574508,-7.336497472574508,-9.336497472574509
159,2174,-1.0043654374798856,1.0043654374798856,0.6043654374798857,0.20436543747988573,-0.19563456252011424,-0.49909094922428593,0.49909094922428593,-1.2342423841090473,-2.9675757174423807,-4.7009090507757145,2.0012783963622773,-2.0012783963622773,-4.001278396362277,-6.001278396362277,-8.001278396362277,-1.4220461781840323,1.4220461781840323,-0.5779538218159678,-2.577953821815968,-4.577953821815968,3.293166336567047,-3.293166336567047,-5.293166336567047,-7.293166336567047,-9.293166336567047
160,2175,-0.9415925976373929,0.9415925976373929,0.6082592643040595,0.2749259309707262,-0.05840740236260711,-0.467897764897768,0.467897764897768,-1.1987689017688985,-2.865435568435565,-4.532102235102232,1.9749457858838264,-1.9749457858838264,-3.9749457858838264,-5.974945785883826,-7.974945785883826,-1.3331682920475303,1.3331682920475303,-0.6668317079524698,-2.66683170795247,-4.66683170795247,3.249835200559586,-3.249835200559586,-5.249835200559586,-7.249835200559586,-9.249835200559586
161,2176,-0.8788197577949,0.8788197577949,0.6121530911282334,0.34548642446156663,0.07881975779490014,-0.43670458057125017,0.43670458057125017,-1.1632954194287497,-2.76329541942875,-4.36329541942875,1.9486131754053755,-1.9486131754053755,-3.948613175405375,-5.9486131754053755,-7.9486131754053755,-1.2442904059110282,1.2442904059110282,-0.7557095940889718,-2.755709594088972,-4.755709594088971,3.2065040645521248,-3.2065040645521248,-5.206504064552124,-7.206504064552124,-9.206504064552124
162,2177,-0.8160469179524071,0.8160469179524071,0.6160469179524072,0.4160469179524071,0.21604691795240727,-0.4055113962447323,0.4055113962447323,-1.127821937088601,-2.6611552704219346,-4.194488603755268,1.9222805649269243,-1.9222805649269243,-3.922280564926924,-5.922280564926925,-7.922280564926925,-1.1554125197745262,1.1554125197745262,-0.8445874802254738,-2.844587480225474,-4.844587480225473,3.1631729285446637,-3.1631729285446637,-5.163172928544664,-7.163172928544664,-9.163172928544663
163,2178,-0.7532740781099143,0.7532740781099143,0.6199407447765809,0.4866074114432476,0.3532740781099144,-0.37431821191821446,0.37431821191821446,-1.092348454748452,-2.559015121415119,-4.025681788081785,1.8959479544484734,-1.8959479544484734,-3.895947954448473,-5.895947954448474,-7.895947954448474,-1.0665346336380241,1.0665346336380241,-0.9334653663619759,-2.933465366361976,-4.933465366361975,3.119841792537202,-3.119841792537202,-5.119841792537202,-7.119841792537202,-9.119841792537203
164,2179,-0.6905012382674215,0.6905012382674215,0.6238345716007547,0.5571679049340881,0.49050123826742165,-0.34312502759169655,0.34312502759169655,-1.0568749724083033,-2.456874972408303,-3.8568749724083036,1.8696153439700223,-1.8696153439700223,-3.8696153439700223,-5.869615343970023,-7.869615343970023,-0.9776567475015221,0.9776567475015221,-1.022343252498478,-3.022343252498478,-5.0223432524984775,3.076510656529741,-3.076510656529741,-5.0765106565297415,-7.0765106565297415,-9.076510656529742
165,2180,-0.6277283984249286,0.6277283984249286,0.6277283984249286,0.6277283984249286,0.6277283984249286,-0.3119318432651787,0.3119318432651787,-1.0214014900681545,-2.354734823401488,-3.6880681567348215,1.8432827334915713,-1.8432827334915713,-3.8432827334915713,-5.843282733491572,-7.843282733491572,-0.8887788613650202,0.8887788613650202,-1.11122113863498,-3.11122113863498,-5.1112211386349795,3.03317952052228,-3.03317952052228,-5.03317952052228,-7.03317952052228,-9.03317952052228
166,2181,-0.5649555585824357,0.5649555585824357,0.5649555585824357,0.5649555585824357,0.5649555585824357,-0.28073865893866085,0.28073865893866085,-0.9859280077280057,-2.2525946743946723,-3.5192613410613394,1.8169501230131204,-1.8169501230131204,-3.8169501230131204,-5.816950123013121,-7.816950123013121,-0.7999009752285181,0.7999009752285181,-1.1334323581048154,-3.0667656914381487,-5.000099024771481,2.989848384514819,-2.989848384514819,-4.9898483845148185,-6.9898483845148185,-8.989848384514818
167,2182,-0.5021827187399428,0.5021827187399428,0.5021827187399428,0.5021827187399428,0.5021827187399428,-0.24954547461214296,0.24954547461214296,-0.9504545253878569,-2.150454525387857,-3.3504545253878573,1.7906175125346693,-1.7906175125346693,-3.7906175125346695,-5.79061751253467,-7.79061751253467,-0.7110230890920162,0.7110230890920162,-1.1556435775746505,-3.0223102442413174,-4.888976910907983,2.946517248507358,-2.946517248507358,-4.946517248507358,-6.946517248507358,-8.946517248507357
168,2183,-0.43940987889745,0.43940987889745,0.43940987889745,0.43940987889745,0.43940987889745,-0.21835229028562508,0.21835229028562508,-0.9149810430477081,-2.0483143763810414,-3.181647709714375,1.7642849020562184,-1.7642849020562184,-3.764284902056218,-5.764284902056218,-7.764284902056218,-0.6221452029555141,0.6221452029555141,-1.177854797044486,-2.9778547970444857,-4.777854797044486,2.9031861124998968,-2.9031861124998968,-4.903186112499896,-6.903186112499896,-8.903186112499897
169,2184,-0.37663703905495716,0.37663703905495716,0.37663703905495716,0.37663703905495716,0.37663703905495716,-0.18715910595910723,0.18715910595910723,-0.8795075607075593,-1.9461742273742262,-3.0128408940408926,1.7379522915777672,-1.7379522915777672,-3.737952291577767,-5.737952291577767,-7.737952291577767,-0.5332673168190121,0.5332673168190121,-1.2000660165143213,-2.9333993498476545,-4.666732683180988,2.8598549764924357,-2.8598549764924357,-4.859854976492436,-6.859854976492436,-8.859854976492436
170,2185,-0.31386419921246433,0.31386419921246433,0.31386419921246433,0.31386419921246433,0.31386419921246433,-0.15596592163258935,0.15596592163258935,-0.8440340783674105,-1.8440340783674105,-2.844034078367411,1.7116196810993163,-1.7116196810993163,-3.7116196810993163,-5.711619681099316,-7.711619681099316,-0.44438943068251,0.44438943068251,-1.2222772359841567,-2.8889439026508232,-4.55561056931749,2.816523840484974,-2.816523840484974,-4.816523840484974,-6.816523840484974,-8.816523840484974
171,2186,-0.25109135936997146,0.25109135936997146,0.25109135936997146,0.25109135936997146,0.25109135936997146,-0.12477273730607147,0.12477273730607147,-0.8085605960272618,-1.741893929360595,-2.6752272626939284,1.6852870706208654,-1.6852870706208654,-3.6852870706208654,-5.685287070620865,-7.685287070620865,-0.3555115445460081,0.3555115445460081,-1.244488455453992,-2.844488455453992,-4.444488455453992,2.7731927044775135,-2.7731927044775135,-4.773192704477513,-6.773192704477513,-8.773192704477513
172,2187,-0.18831851952747858,0.18831851952747858,0.18831851952747858,0.18831851952747858,0.18831851952747858,-0.09357955297955362,0.09357955297955362,-0.773087113687113,-1.6397537803537796,-2.5064204470204463,1.6589544601424142,-1.6589544601424142,-3.6589544601424144,-5.658954460142414,-7.658954460142414,-0.26663365840950604,0.26663365840950604,-1.2666996749238273,-2.8000330082571607,-4.3333663415904935,2.729861568470052,-2.729861568470052,-4.729861568470052,-6.729861568470052,-8.729861568470051
173,2188,-0.12554567968498576,0.12554567968498576,0.12554567968498576,0.12554567968498576,0.12554567968498576,-0.062386368653035734,0.062386368653035734,-0.7376136313469642,-1.5376136313469642,-2.337613631346964,1.6326218496639633,-1.6326218496639633,-3.632621849663963,-5.632621849663963,-7.632621849663963,-0.177755772273004,0.177755772273004,-1.2889108943936627,-2.755577561060329,-4.222244227726996,2.686530432462591,-2.686530432462591,-4.6865304324625905,-6.6865304324625905,-8.686530432462591
174,2189,-0.06277283984249293,0.06277283984249293,0.06277283984249293,0.06277283984249293,0.06277283984249293,-0.031193184326517853,0.031193184326517853,-0.7021401490068154,-1.4354734823401487,-2.168806815673482,1.6062892391855121,-1.6062892391855121,-3.606289239185512,-5.606289239185512,-7.606289239185512,-0.08887788613650194,0.08887788613650194,-1.3111221138634979,-2.7111221138634978,-4.111122113863498,2.64319929645513,-2.64319929645513,-4.64319929645513,-6.64319929645513,-8.64319929645513
175,2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.3333333333333333,-2.0,1.5799566287070612,-1.5799566287070612,-3.579956628707061,-5.579956628707061,-7.579956628707061,0.0,0.0,-1.3333333333333333,-2.6666666666666665,-4.0,2.5998681604476688,-2.5998681604476688,-4.599868160447668,-6.599868160447668,-8.599868160447668
176,2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-1.2,-1.8,1.5536240182286103,-1.5536240182286103,-3.5536240182286103,-5.55362401822861,-7.55362401822861,0.0,0.0,-1.2666666666666666,-2.533333333333333,-3.8,2.5565370244402077,-2.5565370244402077,-4.556537024440207,-6.556537024440207,-8.556537024440207
177,2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5333333333333333,-1.0666666666666667,-1.6,1.5272914077501591,-1.5272914077501591,-3.527291407750159,-5.527291407750159,-7.527291407750159,0.0,0.0,-1.2,-2.4,-3.6,2.5132058884327466,-2.5132058884327466,-4.513205888432746,-6.513205888432746,-8.513205888432747
178,2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4666666666666666,-0.9333333333333332,-1.4,1.500958797271708,-1.500958797271708,-3.500958797271708,-5.500958797271708,-7.500958797271708,0.0,0.0,-1.1333333333333333,-2.2666666666666666,-3.4,2.4698747524252855,-2.4698747524252855,-4.4698747524252855,-6.4698747524252855,-8.469874752425286
179,2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999999999999997,-0.7999999999999999,-1.2,1.474626186793257,-1.474626186793257,-3.474626186793257,-5.474626186793257,-7.474626186793257,0.0,0.0,-1.0666666666666667,-2.1333333333333333,-3.2,2.4265436164178245,-2.4265436164178245,-4.426543616417824,-6.426543616417824,-8.426543616417824
180,2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.6666666666666666,-1.0,1.4482935763148062,-1.4482935763148062,-3.448293576314806,-5.448293576314805,-7.448293576314805,0.0,0.0,-1.0,-2.0,-3.0,2.3832124804103634,-2.3832124804103634,-4.3832124804103625,-6.3832124804103625,-8.383212480410364
181,2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2666666666666666,-0.5333333333333332,-0.7999999999999998,1.421960965836355,-1.421960965836355,-3.421960965836355,-5.421960965836354,-7.421960965836354,0.0,0.0,-0.9333333333333332,-1.8666666666666665,-2.8,2.339881344402902,-2.339881344402902,-4.339881344402902,-6.339881344402902,-8.339881344402903
182,2197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.3999999999999999,-0.5999999999999999,1.3956283553579039,-1.3956283553579039,-3.395628355357904,-5.395628355357903,-7.395628355357903,0.0,0.0,-0.8666666666666666,-1.7333333333333332,-2.5999999999999996,2.2965502083954408,-2.2965502083954408,-4.296550208395441,-6.296550208395441,-8.296550208395441
183,2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1333333333333333,-0.2666666666666666,-0.3999999999999999,1.369295744879453,-1.369295744879453,-3.369295744879453,-5.3692957448794525,-7.3692957448794525,0.0,0.0,-0.7999999999999999,-1.5999999999999999,-2.4,2.2532190723879797,-2.2532190723879797,-4.25321907238798,-6.25321907238798,-8.25321907238798
184,2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06666666666666665,-0.1333333333333333,-0.19999999999999996,1.342963134401002,-1.342963134401002,-3.3429631344010016,-5.342963134401002,-7.342963134401002,0.0,0.0,-0.7333333333333333,-1.4666666666666666,-2.2,2.2098879363805186,-2.2098879363805186,-4.209887936380518,-6.209887936380518,-8.20988793638052
185,2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3166305239225509,-1.3166305239225509,-3.3166305239225506,-5.316630523922551,-7.316630523922551,0.0,0.0,-0.6666666666666666,-1.3333333333333333,-2.0,2.1665568003730575,-2.1665568003730575,-4.1665568003730575,-6.1665568003730575,-8.166556800373058
186,2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2902979134441,-1.2902979134441,-3.223631246777433,-5.156964580110766,-7.0902979134440995,0.0,0.0,-0.6,-1.2,-1.8,2.1232256643655965,-2.1232256643655965,-4.123225664365596,-6.123225664365596,-8.123225664365597
187,2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2639653029656488,-1.2639653029656488,-3.1306319696323155,-4.997298636298982,-6.863965302965648,0.0,0.0,-0.5333333333333333,-1.0666666666666667,-1.6,2.0798945283581354,-2.0798945283581354,-4.079894528358135,-6.079894528358135,-8.079894528358135
188,2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2376326924871979,-1.2376326924871979,-3.0376326924871977,-4.8376326924871975,-6.637632692487197,0.0,0.0,-0.4666666666666666,-0.9333333333333332,-1.4,2.036563392350674,-2.036563392350674,-4.036563392350674,-6.036563392350674,-8.036563392350674
189,2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2113000820087467,-1.2113000820087467,-2.94463341534208,-4.677966748675414,-6.411300082008746,0.0,0.0,-0.39999999999999997,-0.7999999999999999,-1.2,1.9932322563432128,-1.9932322563432128,-3.9932322563432128,-5.993232256343213,-7.993232256343213
190,2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1849674715302958,-1.1849674715302958,-2.851634138196962,-4.518300804863629,-6.184967471530296,0.0,0.0,-0.3333333333333333,-0.6666666666666666,-1.0,1.9499011203357517,-1.9499011203357517,-3.9499011203357517,-5.949901120335752,-7.949901120335753
191,2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1586348610518447,-1.1586348610518447,-2.7586348610518447,-4.358634861051845,-5.958634861051845,0.0,0.0,-0.2666666666666666,-0.5333333333333332,-0.7999999999999998,1.9065699843282906,-1.9065699843282906,-3.9065699843282906,-5.90656998432829,-7.906569984328291
192,2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1323022505733937,-1.1323022505733937,-2.665635583906727,-4.198968917240061,-5.732302250573394,0.0,0.0,-0.19999999999999996,-0.3999999999999999,-0.5999999999999999,1.8632388483208293,-1.8632388483208293,-3.8632388483208295,-5.8632388483208295,-7.8632388483208295
193,2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1059696400949428,-1.1059696400949428,-2.572636306761609,-4.039302973428276,-5.505969640094943,0.0,0.0,-0.1333333333333333,-0.2666666666666666,-0.3999999999999999,1.8199077123133682,-1.8199077123133682,-3.819907712313368,-5.819907712313368,-7.819907712313368
194,2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0796370296164917,-1.0796370296164917,-2.479637029616492,-3.879637029616492,-5.279637029616492,0.0,0.0,-0.06666666666666665,-0.1333333333333333,-0.19999999999999996,1.776576576305907,-1.776576576305907,-3.776576576305907,-5.776576576305907,-7.776576576305907
195,2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533044191380407,-1.0533044191380407,-2.386637752471374,-3.7199710858047075,-5.0533044191380405,0.0,0.0,0.0,0.0,0.0,1.7332454402984458,-1.7332454402984458,-3.733245440298446,-5.733245440298446,-7.733245440298446
196,2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0269718086595898,-1.0269718086595898,-2.293638475326256,-3.5603051419929233,-4.826971808659589,0.0,0.0,0.0,0.0,0.0,1.6899143042909848,-1.6899143042909848,-3.6899143042909848,-5.689914304290984,-7.689914304290984
197,2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006391981811387,-1.0006391981811387,-2.200639198181139,-3.4006391981811386,-4.600639198181138,0.0,0.0,0.0,0.0,0.0,1.6465831682835235,-1.6465831682835235,-3.6465831682835237,-5.646583168283524,-7.646583168283524
198,2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743065877026877,-0.9743065877026877,-2.107639921036021,-3.2409732543693544,-4.374306587702687,0.0,0.0,0.0,0.0,0.0,1.6032520322760624,-1.6032520322760624,-3.603252032276062,-5.603252032276062,-7.603252032276062
199,2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9479739772242367,-0.9479739772242367,-2.0146406438909032,-3.08130731055757,-4.147973977224236,0.0,0.0,0.0,0.0,0.0,1.5599208962686013,-1.5599208962686013,-3.559920896268601,-5.5599208962686015,-7.5599208962686015
200,2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216413667457857,-0.9216413667457857,-1.9216413667457857,-2.921641366745786,-3.9216413667457855,0.0,0.0,0.0,0.0,0.0,1.51658976026114,-1.51658976026114,-3.51658976026114,-5.51658976026114,-7.51658976026114
201,2216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953087562673346,-0.8953087562673346,-1.828642089600668,-2.7619754229340012,-3.6953087562673343,0.0,0.0,0.0,0.0,0.0,1.473258624253679,-1.473258624253679,-3.473258624253679,-5.4732586242536785,-7.4732586242536785
202,2217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689761457888836,-0.8689761457888836,-1.7356428124555503,-2.602309479122217,-3.4689761457888837,0.0,0.0,0.0,0.0,0.0,1.4299274882462178,-1.4299274882462178,-3.429927488246218,-5.429927488246218,-7.429927488246218
203,2218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426435353104327,-0.8426435353104327,-1.6426435353104327,-2.4426435353104328,-3.2426435353104326,0.0,0.0,0.0,0.0,0.0,1.3865963522387568,-1.3865963522387568,-3.3865963522387563,-5.386596352238756,-7.386596352238756
204,2219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8163109248319816,-0.8163109248319816,-1.5496442581653151,-2.282977591498648,-3.0163109248319815,0.0,0.0,0.0,0.0,0.0,1.3432652162312955,-1.3432652162312955,-3.3432652162312952,-5.343265216231296,-7.343265216231296
205,2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7899783143535306,-0.7899783143535306,-1.4566449810201973,-2.123311647686864,-2.7899783143535304,0.0,0.0,0.0,0.0,0.0,1.2999340802238344,-1.2999340802238344,-3.299934080223834,-5.299934080223834,-7.299934080223834
206,2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7636457038750796,-0.7636457038750796,-1.3636457038750796,-1.9636457038750794,-2.5636457038750793,0.0,0.0,0.0,0.0,0.0,1.2566029442163733,-1.2566029442163733,-3.189936277549706,-5.12326961088304,-7.056602944216373
207,2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7373130933966285,-0.7373130933966285,-1.270646426729962,-1.8039797600632952,-2.337313093396628,0.0,0.0,0.0,0.0,0.0,1.213271808208912,-1.213271808208912,-3.0799384748755787,-4.946605141542245,-6.813271808208912
208,2223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109804829181775,-0.7109804829181775,-1.1776471495848442,-1.6443138162515107,-2.110980482918177,0.0,0.0,0.0,0.0,0.0,1.169940672201451,-1.169940672201451,-2.9699406722014507,-4.769940672201451,-6.569940672201451
209,2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6846478724397265,-0.6846478724397265,-1.0846478724397266,-1.4846478724397265,-1.8846478724397264,0.0,0.0,0.0,0.0,0.0,1.1266095361939898,-1.1266095361939898,-2.8599428695273232,-4.593276202860657,-6.32660953619399
210,2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583152619612755,-0.6583152619612755,-0.9916485952946088,-1.324981928627942,-1.6583152619612753,0.0,0.0,0.0,0.0,0.0,1.0832784001865288,-1.0832784001865288,-2.7499450668531953,-4.416611733519861,-6.083278400186529
211,2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6319826514828244,-0.6319826514828244,-0.8986493181494911,-1.1653159848161576,-1.4319826514828242,0.0,0.0,0.0,0.0,0.0,1.0399472641790675,-1.0399472641790675,-2.6399472641790673,-4.239947264179067,-5.8399472641790675
